model,temperature,loop_index,start_time_clock,end_time_clock,latency_seconds,validation_status,error_type,raw_response
llama3.2,0.7,88,02:02:57,02:03:00,2.9012341499328613,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.8}
  ]
}"
llama3.2,0.7,89,02:03:00,02:03:03,2.8959290981292725,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma44"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.2,0.7,90,02:03:03,02:03:06,2.9004228115081787,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.6}
  ]
}"
llama3.2,0.7,91,02:03:06,02:03:09,3.4261770248413086,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""delta11"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 75.6
    }
  ]
}"
llama3.2,0.7,92,02:03:09,02:03:12,2.897324800491333,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.6}
  ]
}"
llama3.2,0.7,93,02:03:12,02:03:15,2.89815616607666,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 92.8},
    {""user_id"": 4, ""username"": ""delta33"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 67.5},
    {""user_id"": 5, ""username"": ""epsilon55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 25.8}
  ]
}"
llama3.2,0.7,94,02:03:15,02:03:18,2.8955397605895996,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 90.8}
  ]
}"
llama3.2,0.7,95,02:03:18,02:03:21,2.9017629623413086,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.7}
  ]
}"
llama3.2,0.7,96,02:03:21,02:03:24,2.9000258445739746,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.7}
  ]
}"
llama3.2,0.7,97,02:03:24,02:03:27,2.897897243499756,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.9}
  ]
}"
llama3.2,0.7,98,02:03:27,02:03:29,2.130544900894165,FAIL,Extra data: line 1 column 309 (char 308),"{""profiles"":[{""user_id"":4,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":99.8},{""user_id"":5,""username"":""delta55"",""email"":""test4@domain.com"",""account_active"":false,""score"":91.2},{""user_id"":6,""username"":""epsilon66"",""email"":""test5@domain.com"",""account_active"":true,""score"":76.3}]}"""
llama3.2,0.7,99,02:03:29,02:03:32,2.901132106781006,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.9},
    {""user_id"": 4, ""username"": ""delta44"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 23.7},
    {""user_id"": 5, ""username"": ""epsilon55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 91.3}
  ]
}"
llama3.2,0.7,100,02:03:32,02:03:35,2.900581121444702,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.6},
    {""user_id"": 4, ""username"": ""delta44"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 90.8},
    {""user_id"": 5, ""username"": ""epsilon55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 78.3}
  ]
}"
llama3.2,1.0,1,02:03:35,02:03:37,2.1526801586151123,FAIL,Extra data: line 1 column 309 (char 308),"{""profiles"":[{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":74.7},{""user_id"":4,""username"":""delta11"",""email"":""test4@domain.com"",""account_active"":false,""score"":98.9},{""user_id"":5,""username"":""epsilon77"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.3}]}"""
llama3.2,1.0,2,02:03:37,02:03:40,2.729037046432495,PASS,,"{""profiles"": [{""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5}, {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1}, {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 90.9}]}"
llama3.2,1.0,3,02:03:40,02:03:43,2.896101236343384,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 76.9}
  ]
}"
llama3.2,1.0,4,02:03:43,02:03:45,2.9003031253814697,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.7}
  ]
}"
llama3.2,1.0,5,02:03:45,02:03:49,3.4274041652679443,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""delta33"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 95.6
    }
  ]
}"
llama3.2,1.0,6,02:03:49,02:03:52,3.4255049228668213,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma11"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.2
    }
  ]
}"
llama3.2,1.0,7,02:03:52,02:03:55,2.9022769927978516,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 76.9}
  ]
}"
llama3.2,1.0,8,02:03:55,02:03:58,2.8992788791656494,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.7}
  ]
}"
llama3.2,1.0,9,02:03:58,02:04:01,2.902097225189209,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 67.9}
  ]
}"
llama3.2,1.0,10,02:04:01,02:04:04,2.8972768783569336,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.8}
  ]
}"
llama3.2,1.0,11,02:04:04,02:04:07,2.902076005935669,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 90.7}
  ]
}"
llama3.2,1.0,12,02:04:07,02:04:10,2.898854970932007,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 72.8}
  ]
}"
llama3.2,1.0,13,02:04:10,02:04:13,2.897333860397339,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 95.6}
  ]
}"
llama3.2,1.0,14,02:04:13,02:04:15,2.898853063583374,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 66.2}
  ]
}"
llama3.2,1.0,15,02:04:15,02:04:18,2.903531789779663,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 76.8}
  ]
}"
llama3.2,1.0,16,02:04:18,02:04:21,2.8989992141723633,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.7}
  ]
}"
llama3.2,1.0,17,02:04:21,02:04:23,2.128592014312744,PASS,,"{""profiles"":[{""user_id"":5,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":67.7},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5}]}"
llama3.2,1.0,18,02:04:23,02:04:26,2.900686025619507,PASS,,"{
  ""profiles"": [
    {""user_id"": 4, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 95.6},
    {""user_id"": 5, ""username"": ""delta11"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 20.8},
    {""user_id"": 6, ""username"": ""epsilon99"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 78.9}
  ]
}"
llama3.2,1.0,19,02:04:26,02:04:29,2.896368980407715,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 92.9},
    {""user_id"": 4, ""username"": ""delta33"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 11.8},
    {""user_id"": 5, ""username"": ""epsilon55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 67.3}
  ]
}"
llama3.2,1.0,20,02:04:29,02:04:32,2.7317280769348145,PASS,,"{""profiles"": [{""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5}, {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1}, {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 75.4}]}"
llama3.2,1.0,21,02:04:32,02:04:35,2.909780979156494,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma88"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 67.9},
    {""user_id"": 4, ""username"": ""delta66"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 90.2},
    {""user_id"": 5, ""username"": ""epsilon11"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 31.9}
  ]
}"
llama3.2,1.0,22,02:04:35,02:04:38,2.950995922088623,PASS,,"{
  ""profiles"": [
    {""user_id"": 4, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 67.8},
    {""user_id"": 5, ""username"": ""delta33"", ""email"": ""test1@domain2.com"", ""account_active"": false, ""score"": 91.4},
    {""user_id"": 6, ""username"": ""epsilon77"", ""email"": ""test2@domain3.com"", ""account_active"": true, ""score"": 31.9}
  ]
}"
llama3.2,1.0,23,02:04:38,02:04:41,2.899599075317383,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 76.9}
  ]
}"
llama3.2,1.0,24,02:04:41,02:04:44,2.89782977104187,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""delta11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 95.6},
    {""user_id"": 4, ""username"": ""gamma33"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 25.8},
    {""user_id"": 5, ""username"": ""delta55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 72.9}
  ]
}"
llama3.2,1.0,25,02:04:44,02:04:47,3.4296457767486572,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma33"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.9
    }
  ]
}"
llama3.2,1.0,26,02:04:47,02:04:50,3.4275600910186768,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma33"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 65.9
    }
  ]
}"
llama3.2,1.0,27,02:04:50,02:04:53,2.900787830352783,PASS,,"{
  ""profiles"": [
    {""user_id"": 4, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.8},
    {""user_id"": 5, ""username"": ""epsilon11"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 23.9},
    {""user_id"": 6, ""username"": ""gamma77"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 91.2}
  ]
}"
llama3.2,1.0,28,02:04:53,02:04:57,3.431542158126831,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma11"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 95.6
    }
  ]
}"
llama3.2,1.0,29,02:04:57,02:04:59,2.131448268890381,FAIL,Extra data: line 1 column 309 (char 308),"{""profiles"":[{""user_id"":4,""username"":""gamma11"",""email"":""test3@domain.com"",""account_active"":true,""score"":12.5},{""user_id"":6,""username"":""delta33"",""email"":""test4@domain.com"",""account_active"":false,""score"":23.1},{""user_id"":8,""username"":""epsilon55"",""email"":""test5@domain.com"",""account_active"":true,""score"":67.3}]}"""
llama3.2,1.0,30,02:04:59,02:05:02,2.8986430168151855,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.8},
    {""user_id"": 4, ""username"": ""epsilon44"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 32.5},
    {""user_id"": 5, ""username"": ""gamma55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 91.2}
  ]
}"
llama3.2,1.0,31,02:05:02,02:05:05,3.4287941455841064,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma33"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.2
    }
  ]
}"
llama3.2,1.0,32,02:05:05,02:05:09,3.425297975540161,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 3,
      ""username"": ""gamma44"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.7
    },
    {
      ""user_id"": 4,
      ""username"": ""delta11"",
      ""email"": ""test4@domain.com"",
      ""account_active"": false,
      ""score"": 65.3
    },
    {
      ""user_id"": 5,
      ""username"": ""epsilon00"",
      ""email"": ""test5@domain.com"",
      ""account_active"": true,
      ""score"": 85.9
    }
  ]
}"
llama3.2,1.0,33,02:05:09,02:05:11,2.1295969486236572,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.4}]}"
llama3.2,1.0,34,02:05:11,02:05:14,2.896815776824951,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.8}
  ]
}"
llama3.2,1.0,35,02:05:14,02:05:17,2.9037139415740967,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma44"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 93.7},
    {""user_id"": 4, ""username"": ""delta55"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 10.2},
    {""user_id"": 5, ""username"": ""epsilon66"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 78.9}
  ]
}"
llama3.2,1.0,36,02:05:17,02:05:19,2.906677007675171,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma88"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 98.6},
    {""user_id"": 4, ""username"": ""delta11"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 22.9},
    {""user_id"": 5, ""username"": ""epsilon33"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 67.3}
  ]
}"
llama3.2,1.0,37,02:05:19,02:05:22,2.920509099960327,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma44"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.9},
    {""user_id"": 4, ""username"": ""delta55"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 27.5},
    {""user_id"": 5, ""username"": ""epsilon66"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 90.7}
  ]
}"
llama3.2,1.0,38,02:05:22,02:05:25,2.9001541137695312,PASS,,"{
  ""profiles"": [
    {""user_id"": 4, ""username"": ""delta33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 75.6},
    {""user_id"": 5, ""username"": ""epsilon45"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 90.8},
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5}
  ]
}"
llama3.2,1.0,39,02:05:25,02:05:28,2.8981449604034424,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 65.4}
  ]
}"
llama3.2,1.0,40,02:05:28,02:05:30,2.1033589839935303,FAIL,"Expecting ',' delimiter: line 1 column 308 (char 307)","{""profiles"":[{""user_id"":1,""username"":""gamma55"",""email"":""test3@domain.com"",""account_active"":true,""score"":67.9},{""user_id"":2,""username"":""delta77"",""email"":""test4@domain.com"",""account_active"":false,""score"":91.8},{""user_id"":3,""username"":""epsilon99"",""email"":""test5@domain.com"",""account_active"":true,""score"":34.6}]"
llama3.2,1.0,41,02:05:30,02:05:33,2.8985302448272705,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma11"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 93.4},
    {""user_id"": 4, ""username"": ""delta33"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 67.9},
    {""user_id"": 5, ""username"": ""epsilon44"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 79.1}
  ]
}"
llama3.2,1.0,42,02:05:33,02:05:36,2.903546094894409,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 67.2}
  ]
}"
llama3.2,1.0,43,02:05:36,02:05:39,2.90588116645813,PASS,,"{
  ""profiles"": [
    {""user_id"": 1, ""username"": ""alpha99"", ""email"": ""test1@domain.com"", ""account_active"": true, ""score"": 88.5},
    {""user_id"": 2, ""username"": ""beta22"", ""email"": ""test2@domain.com"", ""account_active"": false, ""score"": 42.1},
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 91.9}
  ]
}"
llama3.2,1.0,44,02:05:39,02:05:42,3.430583953857422,PASS,,"{
  ""profiles"": [
    {
      ""user_id"": 1,
      ""username"": ""alpha99"",
      ""email"": ""test1@domain.com"",
      ""account_active"": true,
      ""score"": 88.5
    },
    {
      ""user_id"": 2,
      ""username"": ""beta22"",
      ""email"": ""test2@domain.com"",
      ""account_active"": false,
      ""score"": 42.1
    },
    {
      ""user_id"": 3,
      ""username"": ""gamma11"",
      ""email"": ""test3@domain.com"",
      ""account_active"": true,
      ""score"": 91.7
    }
  ]
}"
llama3.2,1.0,45,02:05:42,02:05:45,2.9018359184265137,PASS,,"{
  ""profiles"": [
    {""user_id"": 3, ""username"": ""gamma33"", ""email"": ""test3@domain.com"", ""account_active"": true, ""score"": 92.4},
    {""user_id"": 4, ""username"": ""delta44"", ""email"": ""test4@domain.com"", ""account_active"": false, ""score"": 65.9},
    {""user_id"": 5, ""username"": ""epsilon55"", ""email"": ""test5@domain.com"", ""account_active"": true, ""score"": 78.2}
  ]
}"
